CompanyName,BusinessId,City,CompanyForm,Address,RegistrationDate
Lotus Life Oy,3113691-2,Helsinki,Osakeyhtiö (OY),"Tupavuori, 3, 00570, HELSINGFORS",2020-03-06
5 G Finance Oy,3113695-5,Helsinki,Osakeyhtiö (OY),"Tupavuori, 3, 00570, HELSINGFORS",2020-04-28
Kehys Consulting Oy,3113714-9,Helsinki,Osakeyhtiö (OY),"Ilmarinkatu, 12, 00100, HELSINGFORS",2020-01-28
Asianajotoimisto Ylikraka Oy,3113741-3,Helsinki,Osakeyhtiö (OY),"Eerikinkatu, 27, 00180, HELSINGFORS",2020-02-04
VisioFoods Oy,3113802-9,Helsinki,Osakeyhtiö (OY),"00121, HELSINGFORS",2020-01-29
Eurokas OY,3113812-5,Helsinki,Osakeyhtiö (OY),"Pertunpellontie, 3, 00740, HELSINGFORS",2020-01-28
VYTI Oy,3113814-1,Helsinki,Osakeyhtiö (OY),"kalannintie, 26, 00430, HELSINGFORS",2020-01-28
Oy Puhti Co.,3113820-5,Helsinki,Osakeyhtiö (OY),"Borgströminkuja, 4, 00840, HELSINGFORS",2020-01-29
TAXI 656 HELSINKI OY,3114005-7,Helsinki,Osakeyhtiö (OY),"Karviaistie, 12, 00700, HELSINGFORS",2020-01-29
Hace Oy,3114012-9,Helsinki,Osakeyhtiö (OY),"Bertha Pauligin katu, 6, 00990, HELSINGFORS",2020-02-10
Emsalö Music Oy,3114018-8,Helsinki,Osakeyhtiö (OY),"Säynäslahdentie, 12, 00560, HELSINGFORS",2020-01-24
HF-Tiimi Oy,3114044-4,Helsinki,Osakeyhtiö (OY),"Kartanonvoudintie, 7, 00410, HELSINGFORS",2020-01-29
LDS Autot Oy,3114055-9,Helsinki,Osakeyhtiö (OY),"Permanto, 1, 00960, HELSINGFORS",2020-01-30
Black and Grey Tattoo Oy,3114080-7,Helsinki,Osakeyhtiö (OY),"Pernajantie, 1, 00550, HELSINGFORS",2020-01-29
RaivioBumann Oy,3114093-8,Helsinki,Osakeyhtiö (OY),"Mechelininkatu, 23, 00100, HELSINGFORS",2020-01-24
DD RESTAURANT OY,3114096-2,Helsinki,Osakeyhtiö (OY),"00931, HELSINGFORS",2020-01-29
Finda SPV Oy,3114101-7,Helsinki,Osakeyhtiö (OY),"00101, HELSINGFORS",2020-01-28
Fintoil Holding GP Oy,3114104-1,Helsinki,Osakeyhtiö (OY),"Itämerenkatu, 5, 00180, HELSINGFORS",2020-01-28
Fintoil Hamina Oy,3114108-4,Helsinki,Osakeyhtiö (OY),"Itämerenkatu, 5, 00180, HELSINGFORS",2020-01-29
Terveyskauppa Hämeentie Oy,3114124-4,Helsinki,Osakeyhtiö (OY),"Hämeentie, 58-60, 00500, HELSINGFORS",2020-01-31
Bellus Stable Oy,3114171-1,Helsinki,Osakeyhtiö (OY),"Kaskelantie, 237, 04220, KERAVA",2020-02-19
Nari Oy,3114182-6,Helsinki,Osakeyhtiö (OY),"Kastelholmantie, 2, 00900, HELSINGFORS",2020-01-30
Digitalis Design Oy,3114184-2,Helsinki,Osakeyhtiö (OY),"Asessorintie, 17, 00690, HELSINGFORS",2020-02-05
Festarimestari Oy,3114200-1,Helsinki,Osakeyhtiö (OY),"Mannerheimintie, 43, 00250, HELSINGFORS",2020-01-30
Antemi Oy,3114215-9,Helsinki,Osakeyhtiö (OY),"Katajaharjuntie, 16, 00200, HELSINGFORS",2020-01-30
Dose Family Oy,3114224-7,Helsinki,Osakeyhtiö (OY),"Lintulahdenkatu, 6, 00500, HELSINGFORS",2020-02-10
MLP Partners Oy,3114235-1,Helsinki,Osakeyhtiö (OY),"Punavuorenkatu, 18, 00150, HELSINGFORS",2020-02-03
JST Healthcare Solutions Oy,3114255-4,Helsinki,Osakeyhtiö (OY),"Kaisaniemenkatu, 1, 00100, HELSINGFORS",2020-01-30
Manyone Design Oy,3114276-5,Helsinki,Osakeyhtiö (OY),"Lintulahdenkatu, 10, 00500, HELSINGFORS",2020-03-20
Alaia Oy,3114280-2,Helsinki,Osakeyhtiö (OY),"Mikonkatu, 8, 00100, HELSINGFORS",2020-03-25
AF-Fredrianna Oy,3114368-8,Helsinki,Osakeyhtiö (OY),"Kaivolahdenkatu, 6, 00810, HELSINGFORS",2020-02-19
Puro.earth Oy,3114416-2,Helsinki,Osakeyhtiö (OY),"Tammasaarenkatu, 1, 00180, HELSINGFORS",2020-02-19
Kiinteistö Oy Vantaan Tiilitie Logistics East,3114532-5,Helsinki,Osakeyhtiö (OY),"00101, HELSINGFORS",2020-01-30
Kiinteistö Oy Vantaan Tiilitie Logistics West,3114536-8,Helsinki,Osakeyhtiö (OY),"00101, HELSINGFORS",2020-01-30
Piuha & Bitti Oy,3114550-1,Helsinki,Osakeyhtiö (OY),"Vesalantie, 55, 00940, HELSINGFORS",2020-01-28
Advisense Oy,3114552-8,Helsinki,Osakeyhtiö (OY),"Urho Kekkosen katu, 2, 00100, HELSINGFORS",2020-01-28
Nordest groupe OY,3114562-4,Helsinki,Osakeyhtiö (OY),"Munkkiniemen puistotie, 21, 00330, HELSINGFORS",2020-01-31
BoTryggt Ab,3114566-7,Helsinki,Osakeyhtiö (OY),"Bulevardi, 3, 00120, HELSINGFORS",2020-02-12
SamoaNi Oy,3114573-9,Helsinki,Osakeyhtiö (OY),"Taulutie, 1-3, 00680, HELSINGFORS",2020-03-05
Native Impact Advisory Oy,3114577-1,Helsinki,Osakeyhtiö (OY),"Luoteisväylä, 31, 00200, HELSINGFORS",2020-03-06
Grainy Film Oy,3114582-7,Helsinki,Osakeyhtiö (OY),"Kalervonkatu, 8, 00610, HELSINGFORS",2020-01-31
FAHNA Oy,3114584-3,Helsinki,Osakeyhtiö (OY),"Kivikonkaari, 38, 00940, HELSINGFORS",2020-01-31
Full Potato Studios Oy,3114751-5,Helsinki,Osakeyhtiö (OY),"Rantakartanontie, 8, 00910, HELSINGFORS",2020-02-02
Within Emotive Oy,3114782-2,Helsinki,Osakeyhtiö (OY),"Aleksis Kiven katu, 27, 00520, HELSINGFORS",2020-02-03
SihaRak Oy,3114792-9,Helsinki,Osakeyhtiö (OY),"otto brandtin tie, 16, 00650, HELSINGFORS",2020-01-29
HTP ELECTRIC BOX OY,3114810-4,Helsinki,Osakeyhtiö (OY),"Mannerheimintie, 20, 00100, HELSINGFORS",2020-02-24
Nudist Drinks OY,3114837-4,Helsinki,Osakeyhtiö (OY),"Bulevardi, 31, 00180, HELSINGFORS",2020-02-18
Chili Fcktory Oy,3114870-2,Helsinki,Osakeyhtiö (OY),"Kuninkaantammenkierto, 3, 00430, HELSINGFORS",2020-02-03
Dibber Early Education Finland Oy,3114901-9,Helsinki,Osakeyhtiö (OY),"Sturenkatu, 21, 00510, HELSINGFORS",2020-01-30
Mopeful Games Oy,3114921-1,Helsinki,Osakeyhtiö (OY),"Arabiankatu, 4, 00560, HELSINGFORS",2020-02-03
Professional Publishing Finland Oy,3114937-7,Helsinki,Osakeyhtiö (OY),"Ylä-Fallin tie, 20, 00690, HELSINGFORS",2020-02-03
Fifty Fifty Ish Oy,3114938-5,Helsinki,Osakeyhtiö (OY),"Karistimentie, 2, 00920, HELSINGFORS",2020-02-03
Matikkanälkä Oy,3114947-3,Helsinki,Osakeyhtiö (OY),"Humikkalantie, 101, 00970, HELSINGFORS",2020-02-24
en détail Oy,3114955-3,Helsinki,Osakeyhtiö (OY),"Radiokuja, 4, 00240, HELSINGFORS",2020-02-03
Oy Gevalt!,3114985-2,Helsinki,Osakeyhtiö (OY),"Kivikonkaari, 8, 00940, HELSINGFORS",2020-02-03
Groove Connection Oy,3114992-4,Helsinki,Osakeyhtiö (OY),"Aleksis Kiven katu, 37, 00520, HELSINGFORS",2020-02-03
Mundial Import Export Oy,3114999-1,Helsinki,Osakeyhtiö (OY),"Hämeentie, 5, 00530, HELSINGFORS",2020-02-10
Osuma Studio Oy,3115008-7,Helsinki,Osakeyhtiö (OY),"Hauhontie, 6-8, 00550, HELSINGFORS",2020-02-03
Nagoon Housing Oy,3115010-8,Helsinki,Osakeyhtiö (OY),"Karrintie, 18, 00760, HELSINGFORS",2020-02-03
Legatum Capital Oy,3115011-6,Helsinki,Osakeyhtiö (OY),"Tulustie, 10, 00670, HELSINGFORS",2020-02-03
Emmi Linkola Oy,3115015-9,Helsinki,Osakeyhtiö (OY),"Franzéninkatu, 10, 00500, HELSINGFORS",2020-01-29
Alder Mountain Capital Oy,3115021-2,Helsinki,Osakeyhtiö (OY),"Vehkalahdenkuja, 18, 00950, HELSINGFORS",2020-02-03
Luckiest Bastard Oy,3115026-3,Helsinki,Osakeyhtiö (OY),"antti korpin tie, 7, 00600, HELSINGFORS",2020-02-03
Seil Oy,3115029-8,Helsinki,Osakeyhtiö (OY),"Ratakatu, 3, 00120, HELSINGFORS",2020-02-03
Vibrant Mastering Oy,3115032-7,Helsinki,Osakeyhtiö (OY),"Kantelettarentie, 4, 00420, HELSINGFORS",2020-03-06
August Advisors Oy,3115035-1,Helsinki,Osakeyhtiö (OY),"Kärajakirjurintie, 7, 00690, HELSINGFORS",2020-03-17
Redfix Oy,3115076-5,Helsinki,Osakeyhtiö (OY),"Tilkankatu, 39, 00300, HELSINGFORS",2020-02-03
Haruworks Oy,3115157-3,Helsinki,Osakeyhtiö (OY),"Pellavapellontie, 12, 00650, HELSINGFORS",2020-02-04
Kustaan Kodit Oy,3115177-6,Helsinki,Osakeyhtiö (OY),"Lönnrotin puistikko, 5, 00120, HELSINGFORS",2020-02-03
Ullis Travel Studio Oy,3115194-4,Helsinki,Osakeyhtiö (OY),"Kaivonkatsojantie, 5, 00980, HELSINGFORS",2020-01-29
Truck Paint Center Oy,3115197-9,Helsinki,Osakeyhtiö (OY),"00281, HELSINGFORS",2020-02-03
SNAPIN Social Media Agency Oy,3115205-8,Helsinki,Osakeyhtiö (OY),"Pohjoisranta, 24, 00170, HELSINGFORS",2020-02-03
Taaleri Biojalostamo GP Oy,3115228-5,Helsinki,Osakeyhtiö (OY),"Kasarmikatu, 21, 00130, HELSINGFORS",2020-02-05
Leppimaticum Oy,3115238-1,Helsinki,Osakeyhtiö (OY),"00671, HELSINGFORS",2020-02-11
Human Engineering Health Oy,3115245-3,Helsinki,Osakeyhtiö (OY),"Pohjoisesplanadi, 37, 00100, HELSINGFORS",2020-02-04
SuperPal Oy,3115246-1,Helsinki,Osakeyhtiö (OY),"mechelininkatu, 6, 00100, HELSINGFORS",2020-02-12
Ergane Oy,3115269-9,Helsinki,Osakeyhtiö (OY),"Viulutie, 7, 00420, HELSINGFORS",2020-02-04
Ekskog Ab Oy,3115272-8,Helsinki,Osakeyhtiö (OY),"Vuorikatu, 16, 00100, HELSINGFORS",2020-07-10
Flowless Oy,3115273-6,Helsinki,Osakeyhtiö (OY),"Rastilantie, 16, 00980, HELSINGFORS",2020-02-04
Rautaranta Oy,3115279-5,Helsinki,Osakeyhtiö (OY),"Hakaniemenranta, 16, 00530, HELSINGFORS",2020-02-04
Rentellen Oy,3115289-1,Helsinki,Osakeyhtiö (OY),"Saramäentie, 14, 00670, HELSINGFORS",2020-02-04
Betteli Oy,3115296-3,Helsinki,Osakeyhtiö (OY),"Kotikaivonpolku, 3, 00700, HELSINGFORS",2020-02-04
Kanelimamma Oy,3115303-4,Helsinki,Osakeyhtiö (OY),"Svanströmintie, 11, 00840, HELSINGFORS",2020-02-07
E-Autokauppa Oy,3115310-6,Helsinki,Osakeyhtiö (OY),"Takoraudantie, 2, 00700, HELSINGFORS",2020-01-31
Social Cocktail Oy,3115329-6,Helsinki,Osakeyhtiö (OY),"Katajanokanlaituri, 5, 00160, HELSINGFORS",2020-03-03
GIS Sport Agency Oy,3115387-8,Helsinki,Osakeyhtiö (OY),"Pihlajatie, 19, 00270, HELSINGFORS",2020-02-14
Inklusiiv Oy,3115403-7,Helsinki,Osakeyhtiö (OY),"00101, HELSINGFORS",2020-02-17
Aurora Residential Oy,3115476-6,Helsinki,Osakeyhtiö (OY),"Liusketie, 9, 00710, HELSINGFORS",2020-02-05
Susanna Laine Productions Oy,3115489-7,Helsinki,Osakeyhtiö (OY),"Annankatu, 31-33, 00100, HELSINGFORS",2020-04-24
MindYou Oy,3115494-2,Helsinki,Osakeyhtiö (OY),"Höyrypolku, 4, 00520, HELSINGFORS",2020-02-04
Hannikainen Invest Oy,3115514-4,Helsinki,Osakeyhtiö (OY),"Kallvikinniementie, 35b, 00980, HELSINGFORS",2020-06-30
Kiinteistö Oy Sammakkotalo,3115534-7,Helsinki,Osakeyhtiö (OY),"Firdonkatu, 2, 00520, HELSINGFORS",2020-05-31
Explicans oy,3115548-6,Helsinki,Osakeyhtiö (OY),"Taidemaalarinkatu, 7, 00430, HELSINGFORS",2020-03-17
Tu.Pi Trading Oy,3115568-9,Helsinki,Osakeyhtiö (OY),"Kukkulatie, 9, 00730, HELSINGFORS",2020-02-04
Studio i Ore Oy,3115569-7,Helsinki,Osakeyhtiö (OY),"Vuorimiehenkatu, 33, 00140, HELSINGFORS",2020-02-04
Hangö Miljard Ab,3115610-4,Helsinki,Osakeyhtiö (OY),"Eriksgatan, 26, 00100, HELSINGFORS",2020-02-04
Xcon-Terveys Oy,3115613-9,Helsinki,Osakeyhtiö (OY),"Paalukuja, 4, 00660, HELSINGFORS",2020-02-04
CREATIVE NORDIC OY LTD,3115624-3,Helsinki,Osakeyhtiö (OY),"Kalastajanpolku, 10, 00560, HELSINGFORS",2020-02-04
Merkkikallio Wind Oy,3115681-7,Helsinki,Osakeyhtiö (OY),"Kansakoulukuja, 1, 00100, HELSINGFORS",2020-03-24
Igglo Finland Oy,3115691-3,Helsinki,Osakeyhtiö (OY),"Pursimiehenkatu, 29-31, 00150, HELSINGFORS",2020-02-04
Futugrow Oy,3115713-1,Helsinki,Osakeyhtiö (OY),"Uudenmaankatu, 38, 00120, HELSINGFORS",2020-02-04
HeiaHeia Oy,3115720-3,Helsinki,Osakeyhtiö (OY),"Haartmaninkatu, 4, 00290, HELSINGFORS",2020-02-24
M & I Service Oy,3115774-8,Helsinki,Osakeyhtiö (OY),"Kauppakartanonkatu, 17, 00930, HELSINGFORS",2020-02-17
Fiksu verkkokauppa Oy,3115784-4,Helsinki,Osakeyhtiö (OY),"Vartiokyläntie, 11, 00950, HELSINGFORS",2020-02-26
Visionist Oy,3115787-9,Helsinki,Osakeyhtiö (OY),"Suvilahdenkatu, 4, 00500, HELSINGFORS",2020-02-05
OSAKA SUSHI FACTORY OY,3115804-6,Helsinki,Osakeyhtiö (OY),"Karamalmintie, 2, 02630, ESBO",2020-02-13
Private Investment Company (PIC) Oy,3115834-5,Helsinki,Osakeyhtiö (OY),"Mannerheimintie, 42, 00260, HELSINGFORS",2020-02-11
Dahuk Oy,3115844-1,Helsinki,Osakeyhtiö (OY),"Viikintie, 21, 00560, HELSINGFORS",2020-03-18
Finland Refrigeration Company Oy,3115907-3,Helsinki,Osakeyhtiö (OY),"Itäkatu, 1-5, 00930, HELSINGFORS",2020-02-24
PRO Korjaustiimi Oy,3115913-7,Helsinki,Osakeyhtiö (OY),"Mosaiikkiraitti, 6, 00980, HELSINGFORS",2020-02-05
Way henkilöstöpalvelut Oy,3115914-5,Helsinki,Osakeyhtiö (OY),"Satamasaarentie, 4, 00980, HELSINGFORS",2020-02-05
Momenti Oy,3115915-3,Helsinki,Osakeyhtiö (OY),"Kerttulinkuja, 3, 00810, HELSINGFORS",2020-02-05
Ite Invest Oy,3115928-4,Helsinki,Osakeyhtiö (OY),"Maatullinkuja, 6, 00750, HELSINGFORS",2020-02-05
Mähis Oy,3115955-9,Helsinki,Osakeyhtiö (OY),"Alkutie, 14, 00660, HELSINGFORS",2020-02-05
Euroiks OY,3115978-6,Helsinki,Osakeyhtiö (OY),"Pertunpellontie, 3, 00740, HELSINGFORS",2020-02-05
Me hoidamme Oy,3115981-5,Helsinki,Osakeyhtiö (OY),"Museokatu, 3, 00100, HELSINGFORS",2020-02-10
Vanha Raha Oy,3116001-5,Helsinki,Osakeyhtiö (OY),"Kaarlenkatu, 12, 00530, HELSINGFORS",2020-02-05
Dirt Group Oy,3116027-7,Helsinki,Osakeyhtiö (OY),"Puroniityntie, 336-6, 00890, HELSINGFORS",2020-02-05
Tietokompassi Oy,3116029-3,Helsinki,Osakeyhtiö (OY),"Melkonkatu, 5, 00210, HELSINGFORS",2020-02-05
Darc Oy,3116030-6,Helsinki,Osakeyhtiö (OY),"Mikonkatu, 4, 00100, HELSINGFORS",2020-02-05
Helsingin Street Workout -seura Oy,3116069-9,Helsinki,Osakeyhtiö (OY),"Mastokatu, 4-6, 00160, HELSINGFORS",2020-02-05
Kivikon Taksiliikenne Oy,3116073-6,Helsinki,Osakeyhtiö (OY),"Kivikonlaita, 45, 00940, HELSINGFORS",2020-02-05
Sprint AI Oy,3116085-9,Helsinki,Osakeyhtiö (OY),"Bulevardi, 6, 00120, HELSINGFORS",2020-02-05
Itio Consulting Oy,3116087-5,Helsinki,Osakeyhtiö (OY),"Rusthollarintie, 7, 00910, HELSINGFORS",2020-02-06
Vertiko Oy,3116088-3,Helsinki,Osakeyhtiö (OY),"Munkkiniemen puistotie, 24, 00330, HELSINGFORS",2020-02-05
Taksi 481 Helsinki Oy,3116091-2,Helsinki,Osakeyhtiö (OY),"Leppälinnuntie, 20, 00780, HELSINGFORS",2020-02-05
Rec Finland Oy,3116094-7,Helsinki,Osakeyhtiö (OY),"Nilsiänkatu, 11-13, 00510, HELSINGFORS",2020-02-05
Viilaja Oy,3116097-1,Helsinki,Osakeyhtiö (OY),"Kylänevantie, 14, 00320, HELSINGFORS",2020-02-07
Agila Industries Oy,3116107-7,Helsinki,Osakeyhtiö (OY),"Nummikuja, 3, 00760, HELSINGFORS",2020-02-05
Ashford Environmental Services Oy,3116124-5,Helsinki,Osakeyhtiö (OY),"Energiakuja, 3, 00180, HELSINGFORS",2020-02-24
Cocoa Play Oy,3116189-4,Helsinki,Osakeyhtiö (OY),"Meritullinkatu, 11, 00170, HELSINGFORS",2020-03-11
Springboard Entrepreneurship AB,3116196-6,Helsinki,Osakeyhtiö (OY),"Arkadiagatan, 22, 00100, HELSINGFORS",2020-03-30
Wolf Logistic Oy,3116262-7,Helsinki,Osakeyhtiö (OY),"Punttikuja, 4, 00730, HELSINGFORS",2020-02-06
Hubane Taksi Oy,3116265-1,Helsinki,Osakeyhtiö (OY),"Mäkelänkatu, 86, 00610, HELSINGFORS",2020-02-06
MEGAWATT TECHNOLOGY OY,3116284-6,Helsinki,Osakeyhtiö (OY),"Lapinlahdenkatu, 16, 00180, HELSINGFORS",2020-04-07
Intercontinental Sustainable Racing Oy,3116317-9,Helsinki,Osakeyhtiö (OY),"Haitinkuja, 3, 00220, HELSINGFORS",2020-03-17
CoachLink Oy,3116337-1,Helsinki,Osakeyhtiö (OY),"Myrskyläntie, 7, 00600, HELSINGFORS",2020-02-21
Wettenranta Oy,3116366-2,Helsinki,Osakeyhtiö (OY),"Lönnrotinkatu, 7, 00100, HELSINGFORS",2020-03-20
Sawel Arts Oy,3116368-9,Helsinki,Osakeyhtiö (OY),"Luoteisväylä, 33, 00200, HELSINGFORS",2020-02-06
Tee Voittoa Osakeyhtiö,3116371-8,Helsinki,Osakeyhtiö (OY),"Ruutikuja, 2, 00940, HELSINGFORS",2020-02-06
Supremacy Games Oy,3116376-9,Helsinki,Osakeyhtiö (OY),"Lapinlahdenkatu, 16, 00180, HELSINGFORS",2020-02-11
LL Music Oy,3116387-3,Helsinki,Osakeyhtiö (OY),"Otavantie, 7, 00200, HELSINGFORS",2020-02-06
Bloom Helsinki Oy,3116413-9,Helsinki,Osakeyhtiö (OY),"Lauttasaarenmäki, 2, 00200, HELSINGFORS",2020-02-07
MJ PC-Store Oy,3116414-7,Helsinki,Osakeyhtiö (OY),"Shemeikankuja, 4, 00420, HELSINGFORS",2020-02-27
My Africa Online Market Oy,3116432-3,Helsinki,Osakeyhtiö (OY),"Kurkisuontie, 6, 00940, HELSINGFORS",2020-02-14
Lumiostore Finland Oy,3116457-7,Helsinki,Osakeyhtiö (OY),"Lyhtytie, 4, 00750, HELSINGFORS",2020-02-06
Olki Yhtiöt Oy,3116472-9,Helsinki,Osakeyhtiö (OY),"Kalasatamantie, 148, 49860, KLAMILA",2020-02-13
Rapidus Consulting Oy,3116482-5,Helsinki,Osakeyhtiö (OY),"Aurinkotie, 17, 00750, HELSINGFORS",2020-02-06
Automagic Solutions Oy,3116484-1,Helsinki,Osakeyhtiö (OY),"Puolipäivänkatu, 3, 00160, HELSINGFORS",2020-02-06
CYBERS Finland Oy,3116487-6,Helsinki,Osakeyhtiö (OY),"00201, HELSINGFORS",2020-03-20
Kotola Invest Oy,3116489-2,Helsinki,Osakeyhtiö (OY),"Korkeavuorenkatu, 30, 00130, HELSINGFORS",2020-02-14
Install Academy Oy,3116491-3,Helsinki,Osakeyhtiö (OY),"Malminkartanonkuja, 1-3, 00390, HELSINGFORS",2020-03-19
Code Cruxers Oy,3116494-8,Helsinki,Osakeyhtiö (OY),"Kokkosaarenkatu, 6, 00560, HELSINGFORS",2020-05-05
Fabulash Skin Oy,3116534-2,Helsinki,Osakeyhtiö (OY),"Kansakoulukatu, 5, 00100, HELSINGFORS",2020-04-01
Clean Energy Nordic Oy,3116633-7,Helsinki,Osakeyhtiö (OY),"Aleksanterinkatu, 17, 00100, HELSINGFORS",2020-02-07
Santeri Diego Oy,3116646-8,Helsinki,Osakeyhtiö (OY),"Konttisatamankatu, 2, 00540, HELSINGFORS",2020-02-06
SihaCare Oy,3116650-5,Helsinki,Osakeyhtiö (OY),"maasälväntie, 11, 00710, HELSINGFORS",2020-02-06
TMP Software Group Oy,3116654-8,Helsinki,Osakeyhtiö (OY),"Mannerheiminaukio, 1, 00100, HELSINGFORS",2020-02-10
Blue Isle Oy,3116660-1,Helsinki,Osakeyhtiö (OY),"Susitie, 23, 00800, HELSINGFORS",2020-02-06
Hammake Oy,3116663-6,Helsinki,Osakeyhtiö (OY),"Antinkatu, 3, 00100, HELSINGFORS",2020-08-01
SupportU Oy,3116664-4,Helsinki,Osakeyhtiö (OY),"Fredrikinkatu, 75, 00100, HELSINGFORS",2020-02-06
Tatlisumak Medical Consulting Oy,3116687-1,Helsinki,Osakeyhtiö (OY),"Ulvilantie, 29/3, 00350, HELSINGFORS",2020-02-06
Saran Siivouspalvelu Oy,3116731-3,Helsinki,Osakeyhtiö (OY),"Puuskakuja, 1, 00850, HELSINGFORS",2020-02-07
ORC Oy,3116735-6,Helsinki,Osakeyhtiö (OY),"Humikkalantie, 35, 00920, HELSINGFORS",2020-03-10
Global Shop Group Oy,3116740-1,Helsinki,Osakeyhtiö (OY),"Opastinsilta, 8, 00520, HELSINGFORS",2020-03-25
AstraMed Oy,3116749-5,Helsinki,Osakeyhtiö (OY),"Pienen Villasaaren Tie, 7, 00960, HELSINGFORS",2020-02-07
Saumaustekniikka Oy Suomi,3116753-2,Helsinki,Osakeyhtiö (OY),"Pasilan puistotie, 2, 00240, HELSINGFORS",2020-02-10
Miina Media Oy,3116808-4,Helsinki,Osakeyhtiö (OY),"Kotikonnuntie, 9, 00940, HELSINGFORS",2020-02-07
Kirpputori ja kahvila Marketta Oy,3116822-8,Helsinki,Osakeyhtiö (OY),"Kotkankatu, 2, 00510, HELSINGFORS",2020-02-07
Vervique Oy,3116884-2,Helsinki,Osakeyhtiö (OY),"Henry Fordin katu, 5, 00150, HELSINGFORS",2020-04-01
Vesanen & Partners Oy,3116917-5,Helsinki,Osakeyhtiö (OY),"Engelinaukio, 19b, 00150, HELSINGFORS",2020-02-07
DH Alliance Oy,3116942-3,Helsinki,Osakeyhtiö (OY),"Tilkankatu, 39, 00300, HELSINGFORS",2020-02-07
Mataskär Oy,3116961-8,Helsinki,Osakeyhtiö (OY),"Matasaarentie, 3, 02380, ESBO",2020-02-07
aiPMS Oy,3116989-6,Helsinki,Osakeyhtiö (OY),"Johanneksentie, 2, 00120, HELSINGFORS",2020-02-25
Dynamite Venture Oy,3117043-2,Helsinki,Osakeyhtiö (OY),"Revontulentie, 4, 00740, HELSINGFORS",2020-02-18
3KFire Oy,3117080-3,Helsinki,Osakeyhtiö (OY),"karistimentie, 2, 00920, HELSINGFORS",2020-02-07
No Rocket Science Oy,3117091-8,Helsinki,Osakeyhtiö (OY),"Porvoonkatu, 5-7, 00510, HELSINGFORS",2020-02-10
Groovy Ventures Oy,3117096-9,Helsinki,Osakeyhtiö (OY),"Tehtaankatu, 32a, 00150, HELSINGFORS",2020-02-07
Talouden Ohjelmistopalvelut Finland Oy,3117100-5,Helsinki,Osakeyhtiö (OY),"Valimotie, 17-19, 00380, HELSINGFORS",2020-02-14
Novugo Oy,3117106-4,Helsinki,Osakeyhtiö (OY),"Kaartintorpantie, 1, 00330, HELSINGFORS",2020-02-10
Jässä Oy,3117119-5,Helsinki,Osakeyhtiö (OY),"Kirvestie, 9, 00760, HELSINGFORS",2020-02-10
Kohokukkia Oy,3117120-8,Helsinki,Osakeyhtiö (OY),"Mannerheimintie, 92, 00250, HELSINGFORS",2020-02-17
TaskShare Oy,3117134-7,Helsinki,Osakeyhtiö (OY),"Eerikinkatu, 31, 00180, HELSINGFORS",2020-02-10
Lemon Cap Oy,3117135-5,Helsinki,Osakeyhtiö (OY),"Saukonpaadenranta, 20, 00180, HELSINGFORS",2020-02-26
LuupIT Oy,3117184-9,Helsinki,Osakeyhtiö (OY),"Otavantie, 8, 00200, HELSINGFORS",2020-02-13
Rakennushiekka Oy,3117225-1,Helsinki,Osakeyhtiö (OY),"Honkatie, 1, 00270, HELSINGFORS",2020-03-30
K. Hartiala Oy,3117248-9,Helsinki,Osakeyhtiö (OY),"Oulunkyläntie, 4, 00600, HELSINGFORS",2020-02-10
KOKO Nordic Oy,3117260-6,Helsinki,Osakeyhtiö (OY),"Neitsytpolku, 6, 00140, HELSINGFORS",2020-02-17
Electric Motors Finland Oy,3117276-1,Helsinki,Osakeyhtiö (OY),"Jämsänkatu, 2, 00520, HELSINGFORS",2020-02-10
Easy Invoicing Finland Oy,3117287-6,Helsinki,Osakeyhtiö (OY),"00561, HELSINGFORS",2020-02-21
Helirveritas Oy,3117307-8,Helsinki,Osakeyhtiö (OY),"Hiekkalaiturintie, 3, 00980, HELSINGFORS",2020-02-10
Pure Innovation Oy,3117341-4,Helsinki,Osakeyhtiö (OY),"00101, HELSINGFORS",2020-02-11
Korpi Real Estate Ky,3117350-2,Helsinki,Osakeyhtiö (OY),"Lönnrotinkatu, 7, 00120, HELSINGFORS",2020-02-17
Erottajan Elintarvike Oy,3117352-9,Helsinki,Osakeyhtiö (OY),"Lönnrotinkatu, 7, 00120, HELSINGFORS",2020-02-10
Akropolis Greek Grill Oy,3117353-7,Helsinki,Osakeyhtiö (OY),"Linnanrakentajantie, 2, 00880, HELSINGFORS",2020-02-11
Kiinteistö Oy Helsingin Ruska,3117355-3,Helsinki,Osakeyhtiö (OY),"Nauvontie, 18, 00280, HELSINGFORS",2020-02-07
Viplel Oy,3117376-4,Helsinki,Osakeyhtiö (OY),"Vaakamestarinpolku, 2, 00750, HELSINGFORS",2020-02-10
Laatoitusveljet & Partnerit Oy,3117387-9,Helsinki,Osakeyhtiö (OY),"Ratavartijankatu, 4, 00520, HELSINGFORS",2020-02-11
Babushka Films Oy,3117409-7,Helsinki,Osakeyhtiö (OY),"Pakkamestarinkatu, 3, 00520, HELSINGFORS",2020-02-10
Herra Hau Pho Oy,3117421-4,Helsinki,Osakeyhtiö (OY),"Eskolantie, 12-14, 00720, HELSINGFORS",2020-02-10
Nutrition & Biosciences (Finland) Oy,3117425-7,Helsinki,Osakeyhtiö (OY),"Bulevardi, 6, 00120, HELSINGFORS",2020-02-11
